Trading_Day,Product,Maturity,Settlement_Price,Unit_Price,Traded_Volume,Unit_Volume
2024-05-15,G0BM,2025-01-01,"37,23",2,,1
2024-05-15,G0BM,2024-12-01,"36,73",2,"7440,00",1
2024-05-15,G0BM,2024-11-01,"35,56",2,,1
2024-05-15,G0BM,2024-10-01,"32,52",2,"22350,00",1
2024-05-15,G0BM,2024-09-01,"31,16",2,"3600,00",1
2024-05-15,G0BM,2024-08-01,"30,37",2,"8184,00",1
2024-05-15,G3BM,2025-03-01,"36,95",2,"2229,00",1
2024-05-15,G0BY,2026-01-01,"31,15",2,"61320,00",1
2024-05-15,G3BM,2025-04-01,"35,06",2,"4320,00",1
2024-05-15,G3BM,2026-06-01,"27,82",2,,1
2024-05-15,G3BM,2025-06-01,"33,47",2,,1
2024-05-15,G3BY,2030-01-01,,2,,1
2024-05-15,G3BY,2029-01-01,"26,10",2,,1
2024-05-15,G3BY,2028-01-01,"25,82",2,,1
2024-05-15,G3BY,2027-01-01,"26,94",2,"297840,00",1
2024-05-15,G3BY,2026-01-01,"30,25",2,"297840,00",1
2024-05-15,G3BY,2025-01-01,"35,27",2,"1927200,00",1
2024-05-15,G3BM,2027-04-01,"26,19",2,,1
2024-05-15,G3BM,2027-03-01,"29,76",2,,1
2024-05-15,G3BM,2027-02-01,"30,20",2,,1
2024-05-15,G3BM,2027-01-01,"30,12",2,,1
2024-05-15,G3BM,2026-12-01,"30,38",2,,1
2024-05-15,G3BM,2026-11-01,"29,97",2,,1
2024-05-15,G3BM,2026-10-01,"28,27",2,,1
2024-05-15,G3BM,2025-05-01,"34,52",2,"3720,00",1
2024-05-15,G3BM,2026-09-01,"27,80",2,,1
2024-05-15,G3BM,2026-07-01,"27,49",2,,1
2024-05-15,G0BM,2024-06-01,"29,76",2,"123840,00",1
2024-05-15,G3BM,2026-05-01,"27,91",2,,1
2024-05-15,G3BM,2026-04-01,"28,58",2,,1
2024-05-15,G3BM,2026-03-01,"35,56",2,,1
2024-05-15,G3BM,2026-02-01,"36,09",2,,1
2024-05-15,G3BM,2026-01-01,"36,00",2,,1
2024-05-15,G3BM,2025-12-01,"36,71",2,,1
2024-05-15,G3BM,2025-11-01,"36,22",2,,1
2024-05-15,G3BM,2025-10-01,"34,16",2,,1
2024-05-15,G3BM,2025-09-01,"34,43",2,,1
2024-05-15,G3BM,2025-08-01,"34,13",2,,1
2024-05-15,G3BM,2025-07-01,"34,06",2,,1
2024-05-15,G3BM,2026-08-01,"27,55",2,,1
2024-05-15,G0BM,2024-05-01,"28,04",2,,1
2024-05-15,G0BY,2027-01-01,"27,82",2,"96360,00",1
2024-05-15,FEUA,2031-12-01,"89,36",4,,3
2024-05-15,DEPM,2024-11-01,"123,35",2,,1
2024-05-15,DEPM,2024-10-01,"94,88",2,,1
2024-05-15,DEPM,2024-09-01,"85,53",2,,1
2024-05-15,DEPM,2024-08-01,"72,87",2,,1
2024-05-15,DEPM,2024-07-01,"67,17",2,"3036,00",1
2024-05-15,DEPM,2024-06-01,"61,03",2,"46560,00",1
2024-05-15,DEPM,2024-05-01,"44,57",2,,1
2024-05-15,DEBY,2034-01-01,"66,41",2,,1
2024-05-15,DEBY,2033-01-01,"66,51",2,,1
2024-05-15,DEBY,2032-01-01,"62,89",2,,1
2024-05-15,DEBY,2031-01-01,"64,18",2,,1
2024-05-15,DEBY,2030-01-01,"65,43",2,,1
2024-05-15,DEBY,2029-01-01,"65,78",2,,1
2024-05-15,DEBY,2028-01-01,"67,32",2,,1
2024-05-15,DEBY,2027-01-01,"70,54",2,"192720,00",1
2024-05-15,DEBY,2026-01-01,"80,06",2,"508080,00",1
2024-05-15,DEBY,2025-01-01,"91,84",2,"3398880,00",1
2024-05-15,DEBM,2025-02-01,"109,02",2,,1
2024-05-15,DEBM,2025-01-01,"110,06",2,,1
2024-05-15,DEBM,2024-12-01,"99,19",2,,1
2024-05-15,DEBM,2024-11-01,"96,75",2,,1
2024-05-15,DEBM,2024-10-01,"82,66",2,"7450,00",1
2024-05-15,DEBM,2024-09-01,"80,91",2,"52560,00",1
2024-05-15,DEBM,2024-08-01,"73,44",2,"133176,00",1
2024-05-15,DEBM,2024-07-01,"70,37",2,"466488,00",1
2024-05-15,DEBM,2024-06-01,"65,22",2,"2370960,00",1
2024-05-15,DEBM,2024-05-01,"57,64",2,,1
2024-05-15,DEPM,2024-12-01,"121,67",2,,1
2024-05-15,DEPM,2025-01-01,,2,,1
2024-05-15,FEUA,2032-12-01,"92,21",4,,3
2024-05-15,DEPY,2025-01-01,"102,15",2,"25056,00",1
2024-05-15,FEUA,2030-12-01,"86,51",4,,3
2024-05-15,FEUA,2029-12-01,"83,66",4,,3
2024-05-15,FEUA,2028-12-01,"80,63",4,,3
2024-05-15,FEUA,2027-12-01,"77,65",4,,3
2024-05-15,FEUA,2027-03-01,"75,65",4,,3
2024-05-15,FEUA,2026-12-01,"74,88",4,"56000,00",3
2024-05-15,FEUA,2026-09-01,"74,30",4,,3
2024-05-15,DEPM,2025-02-01,,2,,1
2024-05-15,FEUA,2026-07-01,"73,90",4,,3
2024-05-15,FEUA,2026-06-01,"73,57",4,,3
2024-05-15,FEUA,2026-03-01,"72,88",4,,3
2024-05-15,FEUA,2025-12-01,"72,27",4,"203000,00",3
2024-05-15,FEUA,2025-09-01,"71,71",4,,3
2024-05-15,FEUA,2025-08-01,"71,43",4,,3
2024-05-15,FEUA,2026-08-01,"73,97",4,,3
2024-05-15,FEUA,2025-06-01,"71,00",4,,3
2024-05-15,FEUA,2025-07-01,"71,08",4,,3
2024-05-15,DEPY,2026-01-01,"90,34",2,"9396,00",1
2024-05-15,DEPY,2027-01-01,"80,48",2,,1
2024-05-15,DEPY,2028-01-01,"77,53",2,,1
2024-05-15,DEPY,2030-01-01,"78,76",2,,1
2024-05-15,FEUA,2024-05-01,"67,78",4,"3000,00",3
2024-05-15,DEPY,2029-01-01,"78,31",2,,1
2024-05-15,FEUA,2024-07-01,"68,37",4,,3
2024-05-15,FEUA,2024-08-01,"68,54",4,,3
2024-05-15,FEUA,2024-09-01,"68,86",4,,3
2024-05-15,FEUA,2024-12-01,"69,46",4,"903000,00",3
2024-05-15,FEUA,2025-03-01,"70,32",4,"4000,00",3
2024-05-15,FEUA,2024-06-01,"68,08",4,,3
2024-05-16,G3BM,2024-06-01,"30,20",2,"662400,00",1
2024-05-16,G0BY,2029-01-01,"27,09",2,,1
2024-05-16,G0BY,2030-01-01,,2,,1
2024-05-16,G3BM,2024-05-01,"27,99",2,,1
2024-05-16,G3BM,2024-07-01,"30,41",2,"154752,00",1
2024-05-16,G3BM,2025-02-01,"37,22",2,"2016,00",1
2024-05-16,G3BM,2024-09-01,"31,63",2,"8640,00",1
2024-05-16,G3BM,2024-10-01,"32,76",2,"22350,00",1
2024-05-16,G3BM,2024-11-01,"35,56",2,"15840,00",1
2024-05-16,G3BM,2024-12-01,"36,93",2,,1
2024-05-16,G3BM,2025-01-01,"37,49",2,,1
2024-05-16,G3BM,2024-08-01,"30,88",2,"29760,00",1
2024-05-16,G0BY,2028-01-01,"26,59",2,,1
2024-05-16,G0BM,2024-07-01,"30,48",2,"2976,00",1
2024-05-16,G0BY,2026-01-01,"31,61",2,,1
2024-05-16,G0BY,2025-01-01,"36,44",2,"105120,00",1
2024-05-16,G0BM,2025-05-01,,2,,1
2024-05-16,G0BM,2025-04-01,"36,32",2,,1
2024-05-16,G0BM,2025-03-01,"37,45",2,,1
2024-05-16,G0BM,2025-02-01,"37,65",2,,1
2024-05-16,G0BM,2025-01-01,"37,80",2,"744,00",1
2024-05-16,G0BM,2024-12-01,"37,34",2,,1
2024-05-16,G0BM,2024-11-01,"36,05",2,"14400,00",1
2024-05-16,G0BM,2024-10-01,"33,02",2,"22350,00",1
2024-05-16,G0BM,2024-09-01,"31,65",2,"2880,00",1
2024-05-16,G0BM,2024-08-01,"30,87",2,,1
2024-05-16,G3BM,2025-03-01,"37,17",2,"743,00",1
2024-05-16,G0BY,2027-01-01,"28,36",2,,1
2024-05-16,G3BM,2025-04-01,"35,38",2,,1
2024-05-16,G3BM,2026-07-01,"28,00",2,,1
2024-05-16,G3BM,2025-06-01,"34,47",2,,1
2024-05-16,G0BM,2024-06-01,"30,20",2,"73440,00",1
2024-05-16,G3BY,2029-01-01,"25,90",2,,1
2024-05-16,G3BY,2028-01-01,"25,70",2,"105408,00",1
2024-05-16,G3BY,2027-01-01,"27,49",2,"192720,00",1
2024-05-16,G3BY,2026-01-01,"30,72",2,"341640,00",1
2024-05-16,G3BY,2025-01-01,"35,73",2,"832200,00",1
2024-05-16,G3BM,2027-04-01,"26,72",2,,1
2024-05-16,G3BM,2027-03-01,"30,35",2,,1
2024-05-16,G3BM,2027-02-01,"30,80",2,,1
2024-05-16,G3BM,2027-01-01,"30,73",2,,1
2024-05-16,G3BM,2026-12-01,"30,77",2,,1
2024-05-16,G3BM,2026-11-01,"30,35",2,,1
2024-05-16,G3BM,2026-10-01,"28,62",2,,1
2024-05-16,G3BM,2026-09-01,"28,32",2,,1
2024-05-16,G3BM,2026-08-01,"28,06",2,,1
2024-05-16,G3BM,2026-06-01,"28,34",2,,1
2024-05-16,G3BM,2026-05-01,"28,43",2,,1
2024-05-16,G3BM,2026-04-01,"29,10",2,,1
2024-05-16,G3BM,2026-03-01,"36,02",2,,1
2024-05-16,G3BM,2026-02-01,"36,55",2,,1
2024-05-16,G3BM,2026-01-01,"36,46",2,,1
2024-05-16,G3BM,2025-12-01,"37,23",2,,1
2024-05-16,G3BM,2025-11-01,"36,73",2,,1
2024-05-16,G3BM,2025-10-01,"34,64",2,,1
2024-05-16,G3BM,2025-09-01,"34,89",2,,1
2024-05-16,G3BM,2025-08-01,"34,58",2,,1
2024-05-16,G3BM,2025-07-01,"34,52",2,,1
2024-05-16,G3BM,2025-05-01,"34,58",2,,1
2024-05-16,G3BY,2030-01-01,,2,,1
2024-05-16,G0BM,2024-05-01,"28,04",2,,1
2024-05-16,FEUA,2031-12-01,"90,18",4,,3
2024-05-16,DEPM,2024-11-01,"124,22",2,,1
2024-05-16,DEPM,2024-10-01,"95,14",2,,1
2024-05-16,DEPM,2024-09-01,"86,76",2,"252,00",1
2024-05-16,DEPM,2024-08-01,"73,77",2,"1320,00",1
2024-05-16,DEPM,2024-07-01,"68,19",2,"1932,00",1
2024-05-16,DEPM,2024-06-01,"60,73",2,"34320,00",1
2024-05-16,DEPM,2024-05-01,"45,26",2,,1
2024-05-16,DEBY,2034-01-01,"66,68",2,,1
2024-05-16,DEBY,2033-01-01,"66,78",2,,1
2024-05-16,DEBY,2032-01-01,"63,16",2,,1
2024-05-16,DEBY,2031-01-01,"64,45",2,,1
2024-05-16,DEBY,2030-01-01,"65,70",2,,1
2024-05-16,DEBY,2029-01-01,"66,05",2,,1
2024-05-16,DEBY,2028-01-01,"67,59",2,"17568,00",1
2024-05-16,DEBY,2027-01-01,"71,23",2,"289080,00",1
2024-05-16,DEBY,2026-01-01,"81,10",2,"762120,00",1
2024-05-16,DEBY,2025-01-01,"92,96",2,"2417760,00",1
2024-05-16,DEBM,2025-02-01,"110,43",2,,1
2024-05-16,DEBM,2025-01-01,"111,47",2,,1
2024-05-16,DEBM,2024-12-01,"100,55",2,,1
2024-05-16,DEBM,2024-11-01,"98,49",2,,1
2024-05-16,DEBM,2024-10-01,"83,26",2,"8195,00",1
2024-05-16,DEBM,2024-09-01,"82,67",2,"50400,00",1
2024-05-16,DEBM,2024-08-01,"74,20",2,"75144,00",1
2024-05-16,DEBM,2024-07-01,"71,18",2,"325128,00",1
2024-05-16,DEBM,2024-06-01,"65,95",2,"1818000,00",1
2024-05-16,DEBM,2024-05-01,"57,86",2,,1
2024-05-16,DEPM,2024-12-01,"122,85",2,,1
2024-05-16,DEPM,2025-01-01,,2,,1
2024-05-16,FEUA,2032-12-01,"93,16",4,,3
2024-05-16,DEPY,2025-01-01,"102,92",2,"56376,00",1
2024-05-16,DEPM,2025-02-01,,2,,1
2024-05-16,FEUA,2030-12-01,"87,20",4,,3
2024-05-16,FEUA,2029-12-01,"84,22",4,,3
2024-05-16,FEUA,2028-12-01,"81,24",4,,3
2024-05-16,FEUA,2027-12-01,"78,26",4,,3
2024-05-16,FEUA,2027-03-01,"76,26",4,,3
2024-05-16,FEUA,2026-12-01,"75,50",4,"28000,00",3
2024-05-16,FEUA,2026-09-01,"74,92",4,,3
2024-05-16,FEUA,2026-07-01,"74,53",4,,3
2024-05-16,FEUA,2026-06-01,"74,20",4,,3
2024-05-16,FEUA,2026-03-01,"73,50",4,,3
2024-05-16,FEUA,2025-12-01,"72,91",4,"229000,00",3
2024-05-16,FEUA,2025-09-01,"72,34",4,,3
2024-05-16,FEUA,2025-08-01,"72,05",4,,3
2024-05-16,FEUA,2026-08-01,"74,59",4,,3
2024-05-16,FEUA,2025-06-01,"71,63",4,,3
2024-05-16,FEUA,2025-07-01,"71,71",4,,3
2024-05-16,DEPY,2027-01-01,"81,02",2,"3132,00",1
2024-05-16,DEPY,2028-01-01,"78,29",2,,1
2024-05-16,DEPY,2029-01-01,"79,08",2,,1
2024-05-16,FEUA,2024-05-01,"68,41",4,"2000,00",3
2024-05-16,FEUA,2024-06-01,"68,71",4,"2000,00",3
2024-05-16,DEPY,2030-01-01,"79,45",2,,1
2024-05-16,DEPY,2026-01-01,"90,85",2,"34452,00",1
2024-05-16,FEUA,2024-08-01,"69,18",4,,3
2024-05-16,FEUA,2024-09-01,"69,50",4,,3
2024-05-16,FEUA,2024-12-01,"70,10",4,"928000,00",3
2024-05-16,FEUA,2025-03-01,"70,96",4,"49000,00",3
2024-05-16,FEUA,2024-07-01,"69,01",4,,3
2024-05-17,G3BM,2024-06-01,"30,78",2,"788400,00",1
2024-05-17,G0BY,2029-01-01,"27,37",2,,1
2024-05-17,G0BY,2030-01-01,,2,,1
2024-05-17,G3BM,2024-05-01,"27,99",2,,1
2024-05-17,G3BM,2024-07-01,"31,02",2,"256680,00",1
2024-05-17,G3BM,2025-01-01,"37,76",2,"744,00",1
2024-05-17,G3BM,2024-09-01,"32,33",2,"2880,00",1
2024-05-17,G3BM,2024-10-01,"33,29",2,"5960,00",1
2024-05-17,G3BM,2024-11-01,"36,01",2,,1
2024-05-17,G3BM,2024-12-01,"37,35",2,,1
2024-05-17,G0BY,2028-01-01,"27,01",2,"17568,00",1
2024-05-17,G3BM,2024-08-01,"31,37",2,"48360,00",1
2024-05-17,G0BY,2027-01-01,"28,75",2,"17520,00",1
2024-05-17,G0BM,2024-06-01,"30,79",2,"82080,00",1
2024-05-17,G0BY,2025-01-01,"36,72",2,"35040,00",1
2024-05-17,G0BM,2025-05-01,,2,,1
2024-05-17,G0BM,2025-04-01,"36,65",2,,1
2024-05-17,G0BM,2025-03-01,"37,48",2,,1
2024-05-17,G0BM,2025-02-01,"38,36",2,,1
2024-05-17,G0BM,2025-01-01,"38,09",2,,1
2024-05-17,G0BM,2024-12-01,"37,71",2,,1
2024-05-17,G0BM,2024-11-01,"36,57",2,,1
2024-05-17,G0BM,2024-10-01,"33,62",2,,1
2024-05-17,G0BM,2024-09-01,"32,29",2,"7200,00",1
2024-05-17,G0BM,2024-08-01,"31,45",2,,1
2024-05-17,G0BM,2024-07-01,"31,06",2,,1
2024-05-17,G3BM,2025-02-01,"38,00",2,,1
2024-05-17,G0BY,2026-01-01,"31,76",2,"105120,00",1
2024-05-17,G3BM,2025-03-01,"37,20",2,"743,00",1
2024-05-17,G3BM,2026-06-01,"28,53",2,,1
2024-05-17,G3BM,2025-05-01,"34,90",2,,1
2024-05-17,G0BM,2024-05-01,"28,04",2,,1
2024-05-17,G3BY,2029-01-01,"26,18",2,,1
2024-05-17,G3BY,2028-01-01,"26,11",2,"105408,00",1
2024-05-17,G3BY,2027-01-01,"27,88",2,"175200,00",1
2024-05-17,G3BY,2026-01-01,"30,94",2,"516840,00",1
2024-05-17,G3BY,2025-01-01,"36,02",2,"797160,00",1
2024-05-17,G3BM,2027-04-01,"27,09",2,,1
2024-05-17,G3BM,2027-03-01,"30,70",2,,1
2024-05-17,G3BM,2027-02-01,"31,16",2,,1
2024-05-17,G3BM,2027-01-01,"31,08",2,,1
2024-05-17,G3BM,2026-12-01,"30,92",2,,1
2024-05-17,G3BM,2026-11-01,"30,50",2,,1
2024-05-17,G3BM,2026-10-01,"28,77",2,,1
2024-05-17,G3BM,2025-04-01,"35,71",2,,1
2024-05-17,G3BM,2026-09-01,"28,52",2,,1
2024-05-17,G3BM,2026-07-01,"28,20",2,,1
2024-05-17,G3BM,2026-05-01,"28,63",2,,1
2024-05-17,G3BM,2026-04-01,"29,31",2,,1
2024-05-17,G3BM,2026-03-01,"36,32",2,,1
2024-05-17,G3BM,2026-02-01,"36,86",2,,1
2024-05-17,G3BM,2026-01-01,"36,77",2,,1
2024-05-17,G3BM,2025-12-01,"37,49",2,,1
2024-05-17,G3BM,2025-11-01,"36,98",2,,1
2024-05-17,G3BM,2025-10-01,"34,88",2,,1
2024-05-17,G3BM,2025-09-01,"35,14",2,,1
2024-05-17,G3BM,2025-08-01,"34,84",2,,1
2024-05-17,G3BM,2025-07-01,"34,77",2,,1
2024-05-17,G3BM,2025-06-01,"34,79",2,,1
2024-05-17,G3BM,2026-08-01,"28,26",2,,1
2024-05-17,G3BY,2030-01-01,,2,,1
2024-05-17,FEUA,2032-12-01,"93,21",4,,3
2024-05-17,FEUA,2030-12-01,"87,51",4,,3
2024-05-17,DEPM,2024-11-01,"126,19",2,,1
2024-05-17,DEPM,2024-10-01,"95,51",2,,1
2024-05-17,DEPM,2024-09-01,"86,71",2,,1
2024-05-17,DEPM,2024-08-01,"74,24",2,,1
2024-05-17,DEPM,2024-07-01,"65,41",2,"3588,00",1
2024-05-17,DEPM,2024-06-01,"59,35",2,"72720,00",1
2024-05-17,DEPM,2024-05-01,"47,38",2,,1
2024-05-17,DEBY,2034-01-01,"67,10",2,,1
2024-05-17,DEBY,2033-01-01,"67,20",2,,1
2024-05-17,DEBY,2032-01-01,"63,58",2,,1
2024-05-17,DEBY,2031-01-01,"64,87",2,,1
2024-05-17,DEBY,2030-01-01,"66,12",2,,1
2024-05-17,DEBY,2028-01-01,"68,01",2,,1
2024-05-17,DEBY,2027-01-01,"71,61",2,"245280,00",1
2024-05-17,DEBY,2026-01-01,"81,53",2,"560640,00",1
2024-05-17,DEBY,2025-01-01,"93,69",2,"2776920,00",1
2024-05-17,DEBM,2025-02-01,"111,07",2,,1
2024-05-17,DEBM,2025-01-01,"112,13",2,,1
2024-05-17,DEBM,2024-12-01,"100,70",2,,1
2024-05-17,DEBM,2024-11-01,"98,63",2,,1
2024-05-17,DEBM,2024-10-01,"84,43",2,,1
2024-05-17,DEBM,2024-09-01,"84,02",2,"86400,00",1
2024-05-17,DEBM,2024-08-01,"75,48",2,"65472,00",1
2024-05-17,DEBM,2024-07-01,"72,02",2,"380184,00",1
2024-05-17,DEBM,2024-06-01,"66,78",2,"1462320,00",1
2024-05-17,DEBM,2024-05-01,"60,01",2,,1
2024-05-17,FEUA,2031-12-01,"90,36",4,,3
2024-05-17,DEPM,2024-12-01,"124,49",2,,1
2024-05-17,DEPM,2025-01-01,,2,,1
2024-05-17,DEBY,2029-01-01,"66,47",2,,1
2024-05-17,DEPY,2025-01-01,"103,13",2,"65772,00",1
2024-05-17,FEUA,2029-12-01,"84,66",4,,3
2024-05-17,DEPM,2025-02-01,,2,,1
2024-05-17,FEUA,2028-12-01,"81,81",4,,3
2024-05-17,FEUA,2027-12-01,"78,96",4,,3
2024-05-17,FEUA,2027-03-01,"76,96",4,,3
2024-05-17,FEUA,2026-12-01,"76,19",4,"13000,00",3
2024-05-17,FEUA,2026-09-01,"75,60",4,,3
2024-05-17,FEUA,2026-08-01,"75,26",4,,3
2024-05-17,FEUA,2026-07-01,"75,20",4,,3
2024-05-17,FEUA,2026-03-01,"74,15",4,,3
2024-05-17,FEUA,2025-12-01,"73,55",4,"510000,00",3
2024-05-17,FEUA,2025-09-01,"72,97",4,,3
2024-05-17,FEUA,2025-08-01,"72,67",4,,3
2024-05-17,FEUA,2025-07-01,"72,32",4,,3
2024-05-17,FEUA,2026-06-01,"74,86",4,,3
2024-05-17,DEPY,2027-01-01,"81,71",2,"6264,00",1
2024-05-17,DEPY,2026-01-01,"91,26",2,"40716,00",1
2024-05-17,FEUA,2025-06-01,"72,23",4,,3
2024-05-17,DEPY,2028-01-01,"78,27",2,,1
2024-05-17,DEPY,2029-01-01,"79,07",2,,1
2024-05-17,DEPY,2030-01-01,"79,40",2,,1
2024-05-17,FEUA,2024-06-01,"69,29",4,"2000,00",3
2024-05-17,FEUA,2024-05-01,"69,00",4,,3
2024-05-17,FEUA,2024-08-01,"69,77",4,,3
2024-05-17,FEUA,2024-09-01,"70,09",4,,3
2024-05-17,FEUA,2024-12-01,"70,69",4,"997000,00",3
2024-05-17,FEUA,2025-03-01,"71,55",4,,3
2024-05-17,FEUA,2024-07-01,"69,60",4,,3
2024-05-20,G3BM,2024-06-01,"31,82",2,"769680,00",1
2024-05-20,G0BY,2029-01-01,"27,39",2,,1
2024-05-20,G0BY,2030-01-01,,2,,1
2024-05-20,G3BM,2024-05-01,"27,99",2,,1
2024-05-20,G3BM,2024-07-01,"32,00",2,"159216,00",1
2024-05-20,G3BM,2025-01-01,"38,71",2,"744,00",1
2024-05-20,G3BM,2024-09-01,"33,17",2,"5760,00",1
2024-05-20,G3BM,2024-10-01,"34,16",2,"22350,00",1
2024-05-20,G3BM,2024-11-01,"36,91",2,,1
2024-05-20,G3BM,2024-12-01,"38,20",2,"2976,00",1
2024-05-20,G0BY,2028-01-01,"27,11",2,,1
2024-05-20,G3BM,2024-08-01,"32,36",2,"14880,00",1
2024-05-20,G0BY,2027-01-01,"28,91",2,,1
2024-05-20,G0BM,2024-06-01,"31,86",2,"75600,00",1
2024-05-20,G0BY,2025-01-01,"37,38",2,"26280,00",1
2024-05-20,G0BM,2025-05-01,,2,,1
2024-05-20,G0BM,2025-04-01,"37,25",2,,1
2024-05-20,G0BM,2025-03-01,"38,26",2,,1
2024-05-20,G0BM,2025-02-01,"39,42",2,,1
2024-05-20,G0BM,2025-01-01,"39,07",2,,1
2024-05-20,G0BM,2024-12-01,"38,54",2,,1
2024-05-20,G0BM,2024-11-01,"37,52",2,,1
2024-05-20,G0BM,2024-10-01,"34,50",2,"22350,00",1
2024-05-20,G0BM,2024-09-01,"33,27",2,,1
2024-05-20,G0BM,2024-08-01,"32,44",2,,1
2024-05-20,G0BM,2024-07-01,"32,06",2,"744,00",1
2024-05-20,G3BM,2025-02-01,"39,01",2,,1
2024-05-20,G0BY,2026-01-01,"32,20",2,,1
2024-05-20,G3BM,2025-03-01,"37,95",2,"743,00",1
2024-05-20,G3BY,2029-01-01,"26,20",2,,1
2024-05-20,G3BM,2025-05-01,"35,50",2,,1
2024-05-20,G3BY,2030-01-01,,2,,1
2024-05-20,G3BY,2028-01-01,"26,22",2,,1
2024-05-20,G3BY,2027-01-01,"28,02",2,"70080,00",1
2024-05-20,G3BY,2026-01-01,"31,29",2,"166440,00",1
2024-05-20,G3BY,2025-01-01,"36,67",2,"700800,00",1
2024-05-20,G3BM,2027-04-01,"27,23",2,,1
2024-05-20,G3BM,2027-03-01,"31,04",2,,1
2024-05-20,G3BM,2027-02-01,"31,50",2,,1
2024-05-20,G3BM,2027-01-01,"31,42",2,,1
2024-05-20,G3BM,2026-12-01,"31,20",2,,1
2024-05-20,G3BM,2026-11-01,"30,78",2,,1
2024-05-20,G3BM,2026-10-01,"29,03",2,,1
2024-05-20,G3BM,2026-09-01,"28,80",2,,1
2024-05-20,G3BM,2025-04-01,"36,31",2,,1
2024-05-20,G3BM,2026-08-01,"28,54",2,,1
2024-05-20,G3BM,2026-06-01,"28,82",2,,1
2024-05-20,G3BM,2026-05-01,"28,92",2,,1
2024-05-20,G3BM,2026-04-01,"29,60",2,,1
2024-05-20,G3BM,2026-03-01,"36,90",2,,1
2024-05-20,G3BM,2026-02-01,"37,45",2,,1
2024-05-20,G3BM,2026-01-01,"37,35",2,,1
2024-05-20,G3BM,2025-12-01,"38,01",2,,1
2024-05-20,G3BM,2025-11-01,"37,50",2,,1
2024-05-20,G3BM,2025-10-01,"35,37",2,,1
2024-05-20,G3BM,2025-09-01,"35,74",2,,1
2024-05-20,G3BM,2025-08-01,"35,43",2,,1
2024-05-20,G3BM,2025-07-01,"35,36",2,,1
2024-05-20,G3BM,2025-06-01,"35,38",2,,1
2024-05-20,G3BM,2026-07-01,"28,48",2,,1
2024-05-20,G0BM,2024-05-01,"28,04",2,,1
2024-05-20,FEUA,2031-12-01,"94,24",4,,3
2024-05-20,FEUA,2030-12-01,"91,39",4,,3
2024-05-20,DEPM,2024-11-01,"127,14",2,,1
2024-05-20,DEPM,2024-10-01,"98,54",2,,1
2024-05-20,DEPM,2024-09-01,"87,79",2,,1
2024-05-20,DEPM,2024-08-01,"78,35",2,,1
2024-05-20,DEPM,2024-07-01,"69,76",2,"828,00",1
2024-05-20,DEPM,2024-06-01,"64,34",2,"33600,00",1
2024-05-20,DEPM,2024-05-01,"53,55",2,,1
2024-05-20,DEBY,2034-01-01,"68,36",2,,1
2024-05-20,DEBY,2033-01-01,"68,46",2,,1
2024-05-20,DEBY,2032-01-01,"64,84",2,,1
2024-05-20,DEBY,2031-01-01,"66,13",2,,1
2024-05-20,DEBY,2030-01-01,"67,38",2,,1
2024-05-20,DEBY,2029-01-01,"67,73",2,,1
2024-05-20,DEBY,2028-01-01,"69,27",2,"26352,00",1
2024-05-20,DEBY,2027-01-01,"73,23",2,"157680,00",1
2024-05-20,DEBY,2026-01-01,"83,11",2,"367920,00",1
2024-05-20,DEBY,2025-01-01,"96,30",2,"2496600,00",1
2024-05-20,DEBM,2025-02-01,"114,68",2,,1
2024-05-20,DEBM,2025-01-01,"115,77",2,,1
2024-05-20,DEBM,2024-12-01,"103,39",2,,1
2024-05-20,DEBM,2024-11-01,"101,97",2,,1
2024-05-20,DEBM,2024-10-01,"88,03",2,,1
2024-05-20,DEBM,2024-09-01,"87,67",2,"51120,00",1
2024-05-20,DEBM,2024-08-01,"78,73",2,"55056,00",1
2024-05-20,DEBM,2024-07-01,"75,78",2,"452352,00",1
2024-05-20,DEBM,2024-06-01,"71,14",2,"1871280,00",1
2024-05-20,DEBM,2024-05-01,"64,76",2,,1
2024-05-20,DEPM,2024-12-01,"127,98",2,,1
2024-05-20,DEPM,2025-01-01,,2,,1
2024-05-20,FEUA,2032-12-01,"97,09",4,,3
2024-05-20,DEPY,2025-01-01,"106,10",2,,1
2024-05-20,FEUA,2029-12-01,"88,54",4,,3
2024-05-20,FEUA,2028-12-01,"85,69",4,,3
2024-05-20,FEUA,2027-12-01,"82,84",4,,3
2024-05-20,FEUA,2027-03-01,"80,82",4,,3
2024-05-20,FEUA,2026-12-01,"80,03",4,,3
2024-05-20,FEUA,2026-09-01,"79,42",4,,3
2024-05-20,FEUA,2026-08-01,"79,05",4,,3
2024-05-20,DEPM,2025-02-01,,2,,1
2024-05-20,FEUA,2026-06-01,"78,63",4,,3
2024-05-20,FEUA,2026-03-01,"77,88",4,,3
2024-05-20,FEUA,2025-12-01,"77,21",4,"199000,00",3
2024-05-20,FEUA,2025-09-01,"76,61",4,,3
2024-05-20,FEUA,2025-08-01,"76,28",4,,3
2024-05-20,FEUA,2026-07-01,"78,99",4,,3
2024-05-20,FEUA,2025-06-01,"75,82",4,,3
2024-05-20,FEUA,2025-07-01,"75,92",4,,3
2024-05-20,DEPY,2026-01-01,"92,37",2,,1
2024-05-20,DEPY,2027-01-01,"82,95",2,,1
2024-05-20,DEPY,2028-01-01,"79,46",2,,1
2024-05-20,DEPY,2030-01-01,"80,55",2,,1
