Trading_Day,Product,Maturity,Settlement_Price,Unit_Price,Traded_Volume,Unit_Volume
2023-10-09,DEBM,2023-10-01,"91,35",2,,1
2023-10-09,G3BM,2024-08-01,"47,48",2,,1
2023-10-09,G3BM,2024-07-01,"47,38",2,"7440,00",1
2023-10-09,G3BM,2024-06-01,"47,02",2,,1
2023-10-09,G3BM,2024-05-01,"47,18",2,,1
2023-10-09,G3BM,2024-04-01,"47,73",2,"720,00",1
2023-10-09,G3BM,2024-03-01,"48,88",2,"2972,00",1
2023-10-09,G3BM,2024-02-01,"49,40",2,"2784,00",1
2023-10-09,G3BM,2024-01-01,"48,94",2,"31248,00",1
2023-10-09,G3BM,2023-12-01,"47,43",2,"168888,00",1
2023-10-09,G3BM,2023-11-01,"43,80",2,"1453680,00",1
2023-10-09,G3BM,2023-10-01,"39,73",2,,1
2023-10-09,G0BY,2029-01-01,,2,,1
2023-10-09,G0BY,2028-01-01,"29,34",2,,1
2023-10-09,G0BY,2027-01-01,"31,55",2,,1
2023-10-09,G0BY,2026-01-01,"38,50",2,"87600,00",1
2023-10-09,G0BY,2025-01-01,"46,75",2,"122640,00",1
2023-10-09,G0BY,2024-01-01,"49,52",2,"131760,00",1
2023-10-09,G0BM,2024-10-01,,2,,1
2023-10-09,G0BM,2024-09-01,"48,89",2,"7200,00",1
2023-10-09,G0BM,2024-08-01,"47,77",2,,1
2023-10-09,G0BM,2024-07-01,"48,23",2,"7440,00",1
2023-10-09,G0BM,2024-06-01,"47,72",2,,1
2023-10-09,G0BM,2024-05-01,"48,07",2,,1
2023-10-09,G0BM,2024-04-01,"48,74",2,,1
2023-10-09,G0BM,2024-03-01,"49,42",2,,1
2023-10-09,G3BM,2024-09-01,"47,90",2,"7200,00",1
2023-10-09,G3BM,2024-11-01,"51,38",2,,1
2023-10-09,G3BM,2024-12-01,"52,09",2,,1
2023-10-09,G3BM,2025-01-01,"51,91",2,,1
2023-10-09,G3BY,2029-01-01,,2,,1
2023-10-09,G3BY,2028-01-01,"27,20",2,,1
2023-10-09,G3BY,2027-01-01,"30,31",2,"8760,00",1
2023-10-09,G3BY,2026-01-01,"37,50",2,"113880,00",1
2023-10-09,G3BY,2025-01-01,"45,75",2,"332880,00",1
2023-10-09,G3BY,2024-01-01,"48,65",2,"1018944,00",1
2023-10-09,G3BM,2026-09-01,"34,94",2,,1
2023-10-09,G3BM,2026-08-01,"34,63",2,,1
2023-10-09,G3BM,2026-07-01,"34,56",2,,1
2023-10-09,G3BM,2026-06-01,"34,97",2,,1
2023-10-09,G3BM,2026-05-01,"35,08",2,,1
2023-10-09,G3BM,2026-04-01,"35,90",2,,1
2023-10-09,G0BM,2024-02-01,"50,03",2,"1392,00",1
2023-10-09,G3BM,2026-03-01,"43,62",2,,1
2023-10-09,G3BM,2026-01-01,"44,16",2,,1
2023-10-09,G3BM,2025-12-01,"46,34",2,,1
2023-10-09,G3BM,2025-11-01,"45,71",2,,1
2023-10-09,G3BM,2025-10-01,"43,11",2,,1
2023-10-09,G3BM,2025-09-01,"42,92",2,,1
2023-10-09,G3BM,2025-08-01,"42,55",2,,1
2023-10-09,G3BM,2025-07-01,"42,46",2,,1
2023-10-09,G3BM,2025-06-01,"43,28",2,,1
2023-10-09,G3BM,2025-05-01,"43,43",2,,1
2023-10-09,G3BM,2025-04-01,"44,43",2,,1
2023-10-09,G3BM,2025-03-01,"51,28",2,,1
2023-10-09,G3BM,2025-02-01,"52,04",2,,1
2023-10-09,G3BM,2026-02-01,"44,27",2,,1
2023-10-09,G0BM,2024-01-01,"49,60",2,"11904,00",1
2023-10-09,G3BM,2024-10-01,"48,46",2,,1
2023-10-09,G0BM,2023-11-01,"44,20",2,"146880,00",1
2023-10-09,DEPM,2024-04-01,"122,13",2,,1
2023-10-09,DEPM,2024-03-01,"133,97",2,,1
2023-10-09,DEPM,2024-02-01,"153,14",2,,1
2023-10-09,DEPM,2024-01-01,"149,74",2,,1
2023-10-09,DEPM,2023-12-01,"134,90",2,"12096,00",1
2023-10-09,DEPM,2023-11-01,"128,50",2,"6864,00",1
2023-10-09,DEPM,2023-10-01,"100,87",2,,1
2023-10-09,DEBY,2033-01-01,"77,00",2,,1
2023-10-09,DEBY,2032-01-01,"79,00",2,,1
2023-10-09,DEBY,2031-01-01,"81,00",2,,1
2023-10-09,DEBY,2030-01-01,"79,06",2,,1
2023-10-09,DEBY,2029-01-01,"81,93",2,,1
2023-10-09,DEPM,2024-05-01,,2,,1
2023-10-09,DEBY,2028-01-01,"83,50",2,,1
2023-10-09,DEBY,2026-01-01,"108,84",2,"201480,00",1
2023-10-09,DEBY,2025-01-01,"118,99",2,"849720,00",1
2023-10-09,DEBY,2024-01-01,"122,83",2,"4040640,00",1
2023-10-09,DEBM,2024-07-01,"116,53",2,,1
2023-10-09,DEBM,2024-06-01,"111,38",2,,1
2023-10-09,DEBM,2024-05-01,"104,73",2,,1
2023-10-09,DEBM,2024-04-01,"113,36",2,,1
2023-10-09,DEBM,2024-03-01,"115,56",2,"16346,00",1
2023-10-09,DEBM,2024-02-01,"130,99",2,"38976,00",1
2023-10-09,DEBM,2024-01-01,"128,21",2,"76632,00",1
2023-10-09,DEBM,2023-12-01,"114,59",2,"485832,00",1
2023-10-09,G0BM,2023-12-01,"47,98",2,"44640,00",1
2023-10-09,DEBY,2027-01-01,"93,50",2,,1
2023-10-09,DEPM,2024-06-01,,2,,1
2023-10-09,DEBM,2023-11-01,"108,88",2,"1495440,00",1
2023-10-09,G0BM,2023-10-01,"40,03",2,,1
2023-10-09,FEUA,2031-12-01,"113,30",4,,3
2023-10-09,FEUA,2030-12-01,"109,32",4,,3
2023-10-09,FEUA,2029-12-01,"105,34",4,,3
2023-10-09,FEUA,2028-12-01,"101,36",4,,3
2023-10-09,FEUA,2027-12-01,"97,30",4,,3
2023-10-09,FEUA,2026-12-01,"93,32",4,,3
2023-10-09,FEUA,2026-09-01,"92,38",4,,3
2023-10-09,DEPM,2024-07-01,,2,,1
2023-10-09,FEUA,2026-03-01,"90,50",4,,3
2023-10-09,FEUA,2025-12-01,"89,58",4,"92000,00",3
2023-10-09,FEUA,2025-09-01,"88,67",4,,3
2023-10-09,FEUA,2025-06-01,"87,80",4,,3
2023-10-09,FEUA,2025-03-01,"86,94",4,,3
2023-10-09,FEUA,2026-06-01,"91,40",4,,3
2023-10-09,FEUA,2024-09-01,"84,84",4,,3
2023-10-09,FEUA,2024-12-01,"85,83",4,"177000,00",3
2023-10-09,DEPY,2024-01-01,"138,84",2,"28296,00",1
2023-10-09,DEPY,2025-01-01,"140,00",2,"53244,00",1
2023-10-09,DEPY,2026-01-01,"128,54",2,"3132,00",1
2023-10-09,DEPY,2028-01-01,"104,71",2,,1
2023-10-09,DEPY,2027-01-01,"114,48",2,,1
2023-10-09,FEUA,2023-10-01,"81,28",4,,3
2023-10-09,FEUA,2023-11-01,"81,56",4,,3
2023-10-09,FEUA,2023-12-01,"81,75",4,"1213000,00",3
2023-10-09,FEUA,2024-03-01,"82,80",4,"3000,00",3
2023-10-09,FEUA,2024-06-01,"83,80",4,,3
2023-10-09,DEPY,2029-01-01,"100,45",2,,1
2023-10-10,G3BM,2024-01-01,"53,52",2,"51336,00",1
2023-10-10,G3BM,2023-10-01,"39,73",2,,1
2023-10-10,G3BM,2023-11-01,"49,21",2,"1576080,00",1
2023-10-10,G3BM,2023-12-01,"52,02",2,"281976,00",1
2023-10-10,G3BM,2024-02-01,"53,88",2,"9744,00",1
2023-10-10,G3BM,2024-08-01,"51,13",2,,1
2023-10-10,G3BM,2024-04-01,"51,85",2,"2160,00",1
2023-10-10,G3BM,2024-05-01,"51,29",2,"2976,00",1
2023-10-10,G3BM,2024-06-01,"50,76",2,"2880,00",1
2023-10-10,G3BM,2024-07-01,"51,03",2,"744,00",1
2023-10-10,G3BM,2024-03-01,"53,30",2,"8173,00",1
2023-10-10,G0BY,2029-01-01,,2,,1
2023-10-10,G0BM,2024-02-01,"54,30",2,"6960,00",1
2023-10-10,G0BY,2027-01-01,"31,46",2,,1
2023-10-10,G0BY,2026-01-01,"39,34",2,"166440,00",1
2023-10-10,G0BY,2025-01-01,"48,77",2,"183960,00",1
2023-10-10,G0BY,2024-01-01,"53,34",2,"483120,00",1
2023-10-10,G0BM,2024-10-01,,2,,1
2023-10-10,G0BM,2024-09-01,"52,41",2,,1
2023-10-10,G0BM,2024-08-01,"51,26",2,,1
2023-10-10,G0BM,2024-07-01,"51,71",2,,1
2023-10-10,G0BM,2024-06-01,"51,82",2,,1
2023-10-10,G0BM,2024-05-01,"52,28",2,"1488,00",1
2023-10-10,G0BM,2024-04-01,"51,99",2,,1
2023-10-10,G0BM,2024-03-01,"53,15",2,,1
2023-10-10,G3BM,2024-09-01,"51,58",2,,1
2023-10-10,G0BY,2028-01-01,"29,89",2,,1
2023-10-10,G3BM,2024-10-01,"51,83",2,,1
2023-10-10,G3BM,2026-01-01,"45,15",2,,1
2023-10-10,G3BM,2024-12-01,"55,70",2,,1
2023-10-10,G3BY,2029-01-01,,2,,1
2023-10-10,G3BY,2028-01-01,"27,75",2,,1
2023-10-10,G3BY,2027-01-01,"30,22",2,,1
2023-10-10,G3BY,2026-01-01,"38,34",2,"70080,00",1
2023-10-10,G3BY,2025-01-01,"47,75",2,"902280,00",1
2023-10-10,G3BY,2024-01-01,"52,56",2,"1625040,00",1
2023-10-10,G3BM,2026-09-01,"35,76",2,,1
2023-10-10,G3BM,2026-08-01,"35,44",2,,1
2023-10-10,G3BM,2026-07-01,"35,37",2,,1
2023-10-10,G3BM,2026-06-01,"35,78",2,,1
2023-10-10,G3BM,2026-05-01,"35,90",2,,1
2023-10-10,G3BM,2026-04-01,"36,74",2,,1
2023-10-10,G3BM,2024-11-01,"54,95",2,,1
2023-10-10,G3BM,2026-03-01,"44,60",2,,1
2023-10-10,G3BM,2025-12-01,"48,09",2,,1
2023-10-10,G3BM,2025-11-01,"47,44",2,,1
2023-10-10,G3BM,2025-10-01,"44,74",2,,1
2023-10-10,G3BM,2025-09-01,"44,50",2,,1
2023-10-10,G3BM,2025-08-01,"44,11",2,,1
2023-10-10,G3BM,2025-07-01,"44,02",2,,1
2023-10-10,G3BM,2025-06-01,"44,86",2,,1
2023-10-10,G3BM,2025-05-01,"45,01",2,,1
2023-10-10,G3BM,2025-04-01,"46,04",2,,1
2023-10-10,G3BM,2025-03-01,"54,39",2,,1
2023-10-10,G3BM,2025-02-01,"55,20",2,,1
2023-10-10,G3BM,2025-01-01,"55,06",2,,1
2023-10-10,G3BM,2026-02-01,"45,26",2,,1
2023-10-10,G0BM,2024-01-01,"54,44",2,"20088,00",1
2023-10-10,DEPM,2024-06-01,,2,,1
2023-10-10,G0BM,2023-11-01,"49,53",2,"54720,00",1
2023-10-10,DEPM,2024-03-01,"144,95",2,,1
2023-10-10,DEPM,2024-02-01,"167,23",2,,1
2023-10-10,DEPM,2024-01-01,"160,36",2,"1380,00",1
2023-10-10,DEPM,2023-12-01,"146,51",2,"16128,00",1
2023-10-10,DEPM,2023-11-01,"142,21",2,"9768,00",1
2023-10-10,DEPM,2023-10-01,"106,98",2,,1
2023-10-10,DEBY,2033-01-01,"78,10",2,,1
2023-10-10,DEBY,2032-01-01,"80,10",2,,1
2023-10-10,DEBY,2031-01-01,"82,10",2,,1
2023-10-10,DEBY,2030-01-01,"80,16",2,,1
2023-10-10,DEBY,2029-01-01,"83,03",2,,1
2023-10-10,DEBY,2028-01-01,"86,24",2,,1
2023-10-10,DEPM,2024-04-01,"129,81",2,,1
2023-10-10,DEBY,2027-01-01,"95,39",2,,1
2023-10-10,DEBY,2025-01-01,"124,29",2,"1314000,00",1
2023-10-10,DEBY,2024-01-01,"130,72",2,"6693408,00",1
2023-10-10,DEBM,2024-07-01,"123,91",2,,1
2023-10-10,DEBM,2024-06-01,"120,30",2,,1
2023-10-10,DEBM,2024-05-01,"112,25",2,,1
2023-10-10,DEBM,2024-04-01,"121,16",2,"1440,00",1
2023-10-10,DEBM,2024-03-01,"126,50",2,"20061,00",1
2023-10-10,DEBM,2024-02-01,"142,06",2,"20184,00",1
2023-10-10,DEBM,2024-01-01,"138,70",2,"97464,00",1
2023-10-10,DEBM,2023-12-01,"125,70",2,"974640,00",1
2023-10-10,DEBM,2023-11-01,"120,26",2,"1725840,00",1
2023-10-10,G0BM,2023-12-01,"52,54",2,"37200,00",1
2023-10-10,DEBY,2026-01-01,"109,92",2,"210240,00",1
2023-10-10,DEPM,2024-05-01,,2,,1
2023-10-10,DEBM,2023-10-01,"96,13",2,,1
2023-10-10,DEPM,2024-07-01,,2,,1
2023-10-10,FEUA,2031-12-01,"116,61",4,,3
2023-10-10,FEUA,2030-12-01,"112,63",4,,3
2023-10-10,FEUA,2029-12-01,"108,65",4,,3
2023-10-10,FEUA,2028-12-01,"104,67",4,,3
2023-10-10,FEUA,2027-12-01,"100,42",4,,3
2023-10-10,FEUA,2026-12-01,"96,44",4,,3
2023-10-10,FEUA,2026-09-01,"95,49",4,,3
2023-10-10,FEUA,2026-06-01,"94,51",4,,3
2023-10-10,FEUA,2026-03-01,"93,61",4,,3
2023-10-10,FEUA,2025-12-01,"92,70",4,"110000,00",3
2023-10-10,FEUA,2025-09-01,"91,78",4,,3
2023-10-10,FEUA,2025-06-01,"90,90",4,,3
2023-10-10,FEUA,2025-03-01,"90,04",4,,3
2023-10-10,G0BM,2023-10-01,"40,03",2,,1
2023-10-10,FEUA,2024-09-01,"87,95",4,,3
2023-10-10,FEUA,2024-12-01,"88,93",4,"472000,00",3
2023-10-10,DEPY,2024-01-01,"147,50",2,"31440,00",1
2023-10-10,DEPY,2025-01-01,"145,17",2,"18792,00",1
2023-10-10,DEPY,2026-01-01,"130,18",2,,1
2023-10-10,DEPY,2028-01-01,"107,26",2,,1
2023-10-10,DEPY,2027-01-01,"115,03",2,,1
2023-10-10,FEUA,2023-10-01,"84,34",4,,3
2023-10-10,FEUA,2023-11-01,"84,63",4,,3
2023-10-10,FEUA,2023-12-01,"84,82",4,"1766000,00",3
2023-10-10,FEUA,2024-03-01,"85,90",4,"35000,00",3
2023-10-10,FEUA,2024-06-01,"86,90",4,,3
2023-10-10,DEPY,2029-01-01,"101,55",2,,1
2023-10-11,G3BM,2024-02-01,"51,21",2,"25056,00",1
2023-10-11,G3BM,2023-11-01,"46,10",2,"1307520,00",1
2023-10-11,G3BM,2023-12-01,"49,11",2,"281976,00",1
2023-10-11,G3BM,2024-01-01,"50,68",2,"47616,00",1
2023-10-11,G3BM,2024-03-01,"50,78",2,"10402,00",1
2023-10-11,G3BM,2024-09-01,"50,55",2,,1
2023-10-11,G3BM,2024-05-01,"48,93",2,,1
2023-10-11,G3BM,2024-06-01,"49,41",2,"1440,00",1
2023-10-11,G3BM,2024-07-01,"48,85",2,,1
2023-10-11,G3BM,2024-08-01,"48,95",2,,1
2023-10-11,G3BM,2023-10-01,"39,73",2,,1
2023-10-11,G3BM,2024-04-01,"49,50",2,"1440,00",1
2023-10-11,G0BY,2029-01-01,,2,,1
2023-10-11,G0BM,2024-10-01,,2,,1
2023-10-11,G0BY,2027-01-01,"31,78",2,,1
2023-10-11,G0BY,2026-01-01,"39,17",2,"105120,00",1
2023-10-11,G0BY,2025-01-01,"47,49",2,"411720,00",1
2023-10-11,G0BY,2024-01-01,"51,45",2,"237168,00",1
2023-10-11,G0BM,2024-09-01,"51,55",2,,1
2023-10-11,G0BM,2024-08-01,"49,26",2,,1
2023-10-11,G0BM,2024-07-01,"49,69",2,,1
2023-10-11,G0BM,2024-06-01,"50,18",2,,1
2023-10-11,G0BM,2024-05-01,"50,09",2,,1
2023-10-11,G0BM,2024-04-01,"50,28",2,,1
2023-10-11,G0BM,2024-03-01,"51,17",2,,1
2023-10-11,G3BM,2024-10-01,"50,34",2,,1
2023-10-11,G0BY,2028-01-01,"30,39",2,,1
2023-10-11,G3BM,2024-11-01,"53,38",2,,1
2023-10-11,G3BM,2026-01-01,"45,20",2,,1
2023-10-11,G3BM,2025-01-01,"53,81",2,,1
2023-10-11,G3BY,2029-01-01,,2,,1
2023-10-11,G3BY,2028-01-01,"28,25",2,"8784,00",1
2023-10-11,G3BY,2027-01-01,"30,54",2,"131400,00",1
2023-10-11,G3BY,2026-01-01,"38,15",2,"289080,00",1
2023-10-11,G3BY,2025-01-01,"46,45",2,"779640,00",1
2023-10-11,G3BY,2024-01-01,"50,55",2,"825696,00",1
2023-10-11,G3BM,2026-09-01,"35,18",2,,1
2023-10-11,G3BM,2026-08-01,"34,87",2,,1
2023-10-11,G3BM,2026-07-01,"34,80",2,,1
2023-10-11,G3BM,2026-06-01,"35,21",2,,1
2023-10-11,G3BM,2026-05-01,"35,33",2,,1
2023-10-11,G3BM,2026-04-01,"36,16",2,,1
2023-10-11,G3BM,2024-12-01,"54,11",2,,1
2023-10-11,G3BM,2026-03-01,"44,65",2,,1
2023-10-11,G0BM,2024-02-01,"51,93",2,"13920,00",1
2023-10-11,G3BM,2025-12-01,"46,20",2,,1
2023-10-11,G3BM,2025-11-01,"45,57",2,,1
2023-10-11,G3BM,2025-10-01,"42,98",2,,1
2023-10-11,G3BM,2025-09-01,"43,63",2,,1
2023-10-11,G3BM,2025-08-01,"43,25",2,,1
2023-10-11,G3BM,2025-07-01,"43,16",2,,1
2023-10-11,G3BM,2025-06-01,"43,63",2,,1
2023-10-11,G3BM,2025-05-01,"43,78",2,,1
2023-10-11,G3BM,2025-04-01,"44,79",2,,1
2023-10-11,G3BM,2025-03-01,"53,15",2,,1
2023-10-11,G3BM,2025-02-01,"53,94",2,,1
2023-10-11,G3BM,2026-02-01,"45,31",2,,1
2023-10-11,G0BM,2024-01-01,"51,55",2,"19344,00",1
2023-10-11,DEPM,2024-06-01,,2,,1
2023-10-11,G0BM,2023-11-01,"46,43",2,"59040,00",1
2023-10-11,DEPM,2024-03-01,"137,86",2,,1
2023-10-11,DEPM,2024-02-01,"164,66",2,,1
2023-10-11,DEPM,2024-01-01,"157,78",2,,1
2023-10-11,DEPM,2023-12-01,"142,38",2,"17136,00",1
2023-10-11,DEPM,2023-11-01,"136,75",2,"9768,00",1
2023-10-11,DEPM,2023-10-01,"105,13",2,,1
2023-10-11,DEBY,2033-01-01,"77,33",2,,1
2023-10-11,DEBY,2032-01-01,"79,33",2,,1
2023-10-11,DEBY,2031-01-01,"81,33",2,,1
2023-10-11,DEBY,2030-01-01,"79,39",2,,1
2023-10-11,DEBY,2029-01-01,"82,26",2,,1
2023-10-11,DEBY,2028-01-01,"85,47",2,,1
2023-10-11,DEBY,2027-01-01,"94,62",2,"17520,00",1
2023-10-11,DEBY,2026-01-01,"109,30",2,"87600,00",1
2023-10-11,DEBY,2025-01-01,"123,53",2,"1603080,00",1
2023-10-11,DEBY,2024-01-01,"127,69",2,"5885280,00",1
2023-10-11,DEBM,2024-07-01,"121,32",2,,1
2023-10-11,DEBM,2024-06-01,"117,43",2,,1
2023-10-11,DEBM,2024-05-01,"107,81",2,,1
2023-10-11,DEBM,2024-04-01,"118,30",2,"720,00",1
2023-10-11,DEBM,2024-03-01,"121,86",2,"28977,00",1
2023-10-11,DEBM,2024-02-01,"138,88",2,"52200,00",1
2023-10-11,DEBM,2024-01-01,"134,87",2,"66216,00",1
2023-10-11,DEBM,2023-12-01,"119,20",2,"731352,00",1
2023-10-11,DEBM,2023-11-01,"114,51",2,"1545120,00",1
2023-10-11,DEPM,2024-04-01,"126,27",2,,1
2023-10-11,DEPM,2024-05-01,,2,,1
2023-10-11,DEBM,2023-10-01,"92,16",2,,1
2023-10-11,G0BM,2023-12-01,"49,69",2,"29760,00",1
2023-10-11,G0BM,2023-10-01,"40,03",2,,1
2023-10-11,FEUA,2031-12-01,"115,88",4,,3
2023-10-11,FEUA,2030-12-01,"111,90",4,,3
2023-10-11,FEUA,2029-12-01,"107,92",4,,3
2023-10-11,FEUA,2028-12-01,"103,94",4,,3
2023-10-11,FEUA,2027-12-01,"99,69",4,,3
2023-10-11,FEUA,2026-12-01,"95,71",4,,3
2023-10-11,DEPM,2024-07-01,,2,,1
2023-10-11,FEUA,2026-06-01,"93,78",4,,3
2023-10-11,FEUA,2026-03-01,"92,88",4,,3
2023-10-11,FEUA,2025-12-01,"91,97",4,"199000,00",3
2023-10-11,FEUA,2025-09-01,"91,07",4,,3
2023-10-11,FEUA,2025-06-01,"90,20",4,,3
2023-10-11,FEUA,2026-09-01,"94,76",4,,3
2023-10-11,FEUA,2024-12-01,"88,22",4,"421000,00",3
2023-10-11,FEUA,2025-03-01,"89,34",4,,3
2023-10-11,DEPY,2025-01-01,"143,68",2,"15660,00",1
2023-10-11,DEPY,2026-01-01,"129,28",2,"3132,00",1
2023-10-11,DEPY,2027-01-01,"114,55",2,,1
2023-10-11,DEPY,2028-01-01,"103,95",2,,1
2023-10-11,DEPY,2029-01-01,"101,05",2,,1
2023-10-11,DEPY,2024-01-01,"144,32",2,"18864,00",1
2023-10-11,FEUA,2023-11-01,"83,93",4,,3
2023-10-11,FEUA,2023-12-01,"84,12",4,"1290000,00",3
2023-10-11,FEUA,2024-03-01,"85,18",4,"6000,00",3
2023-10-11,FEUA,2024-06-01,"86,18",4,,3
2023-10-11,FEUA,2024-09-01,"87,22",4,,3
2023-10-11,FEUA,2023-10-01,"83,64",4,,3
2023-10-12,G3BM,2023-10-01,"39,73",2,,1
2023-10-12,G3BM,2023-11-01,"52,87",2,"2154960,00",1
2023-10-12,G3BM,2023-12-01,"54,79",2,"299832,00",1
2023-10-12,G3BM,2024-01-01,"56,08",2,"87792,00",1
2023-10-12,G3BM,2024-02-01,"56,54",2,"45240,00",1
2023-10-12,G3BM,2024-05-01,"53,89",2,,1
2023-10-12,G3BM,2024-04-01,"54,33",2,"1440,00",1
2023-10-12,G3BM,2024-06-01,"53,79",2,"720,00",1
2023-10-12,G3BM,2024-07-01,"53,85",2,,1
2023-10-12,G3BM,2024-08-01,"53,90",2,,1
2023-10-12,G3BM,2024-03-01,"55,94",2,"8916,00",1
2023-10-12,G0BY,2029-01-01,,2,,1
2023-10-12,G0BM,2024-02-01,"57,21",2,"11832,00",1
2023-10-12,G0BY,2027-01-01,"32,32",2,,1
2023-10-12,G0BY,2026-01-01,"39,77",2,"183960,00",1
2023-10-12,G0BY,2025-01-01,"49,54",2,"166440,00",1
2023-10-12,G0BY,2024-01-01,"56,03",2,"114192,00",1
2023-10-12,G0BM,2024-10-01,,2,,1
2023-10-12,G0BM,2024-09-01,"54,99",2,,1
2023-10-12,G0BM,2024-08-01,"54,34",2,"2232,00",1
2023-10-12,G0BM,2024-07-01,"54,83",2,"2232,00",1
2023-10-12,G0BM,2024-06-01,"54,68",2,"1440,00",1
2023-10-12,G0BM,2024-05-01,"54,99",2,"744,00",1
2023-10-12,G0BM,2024-04-01,"54,97",2,,1
2023-10-12,G0BM,2024-03-01,"56,10",2,"3715,00",1
2023-10-12,G3BM,2024-09-01,"53,86",2,,1
2023-10-12,G0BY,2028-01-01,"29,76",2,,1
2023-10-12,G3BM,2024-10-01,"54,02",2,,1
2023-10-12,G3BY,2029-01-01,,2,,1
2023-10-12,G3BM,2024-12-01,"58,07",2,,1
2023-10-12,G0BM,2024-01-01,"56,83",2,"7440,00",1
2023-10-12,G3BY,2028-01-01,"27,62",2,,1
2023-10-12,G3BY,2027-01-01,"31,08",2,"105120,00",1
2023-10-12,G3BY,2026-01-01,"38,72",2,"262800,00",1
2023-10-12,G3BY,2025-01-01,"48,47",2,"700800,00",1
2023-10-12,G3BY,2024-01-01,"55,12",2,"1203408,00",1
2023-10-12,G3BM,2026-09-01,"35,68",2,,1
2023-10-12,G3BM,2026-08-01,"35,36",2,,1
2023-10-12,G3BM,2026-07-01,"35,29",2,,1
2023-10-12,G3BM,2026-06-01,"35,71",2,,1
2023-10-12,G3BM,2026-05-01,"35,83",2,,1
2023-10-12,G3BM,2026-04-01,"36,67",2,,1
2023-10-12,G3BM,2024-11-01,"57,28",2,,1
2023-10-12,G3BM,2026-03-01,"46,75",2,,1
2023-10-12,G3BM,2026-01-01,"47,32",2,,1
2023-10-12,G3BM,2025-11-01,"46,70",2,,1
2023-10-12,G3BM,2025-10-01,"44,04",2,,1
2023-10-12,G3BM,2025-09-01,"44,92",2,,1
2023-10-12,G3BM,2025-08-01,"44,52",2,,1
2023-10-12,G3BM,2025-07-01,"44,44",2,,1
2023-10-12,G3BM,2025-06-01,"45,76",2,,1
2023-10-12,G3BM,2025-05-01,"45,91",2,,1
2023-10-12,G3BM,2025-04-01,"46,97",2,,1
2023-10-12,G3BM,2025-03-01,"56,70",2,,1
2023-10-12,G3BM,2025-02-01,"57,55",2,,1
2023-10-12,G3BM,2025-01-01,"57,40",2,,1
2023-10-12,G3BM,2026-02-01,"47,44",2,,1
2023-10-12,G3BM,2025-12-01,"47,34",2,,1
2023-10-12,G0BM,2023-12-01,"55,49",2,"13392,00",1
2023-10-12,G0BM,2023-10-01,"40,03",2,,1
2023-10-12,DEPM,2024-03-01,"142,64",2,,1
2023-10-12,DEPM,2024-02-01,"174,16",2,,1
2023-10-12,DEPM,2024-01-01,"167,10",2,,1
2023-10-12,DEPM,2023-12-01,"150,00",2,"1512,00",1
2023-10-12,DEPM,2023-11-01,"147,00",2,"17424,00",1
2023-10-12,DEPM,2023-10-01,"107,68",2,,1
2023-10-12,DEBY,2033-01-01,"77,42",2,,1
2023-10-12,DEBY,2032-01-01,"79,42",2,,1
2023-10-12,DEBY,2031-01-01,"81,42",2,,1
2023-10-12,DEBY,2030-01-01,"79,48",2,,1
2023-10-12,DEBY,2029-01-01,"82,35",2,,1
2023-10-12,DEBY,2027-01-01,"94,71",2,"61320,00",1
2023-10-12,DEPM,2024-04-01,"132,26",2,,1
2023-10-12,DEBY,2026-01-01,"108,90",2,"157680,00",1
2023-10-12,DEBY,2024-01-01,"134,19",2,"6306912,00",1
2023-10-12,DEBM,2024-07-01,"126,94",2,,1
2023-10-12,DEBM,2024-06-01,"123,66",2,,1
2023-10-12,DEBM,2024-05-01,"115,38",2,,1
2023-10-12,DEBM,2024-04-01,"123,63",2,,1
2023-10-12,DEBM,2024-03-01,"129,10",2,"31949,00",1
2023-10-12,DEBM,2024-02-01,"149,00",2,"18792,00",1
2023-10-12,DEBM,2024-01-01,"145,17",2,"78120,00",1
2023-10-12,DEBM,2023-12-01,"128,41",2,"869736,00",1
2023-10-12,DEBM,2023-11-01,"125,77",2,"2060640,00",1
2023-10-12,DEBM,2023-10-01,"93,14",2,,1
2023-10-12,G0BM,2023-11-01,"53,20",2,"41760,00",1
2023-10-12,DEBY,2025-01-01,"126,27",2,"1690680,00",1
2023-10-12,DEPM,2024-05-01,,2,,1
2023-10-12,DEBY,2028-01-01,"85,56",2,,1
2023-10-12,DEPM,2024-07-01,,2,,1
2023-10-12,DEPM,2024-06-01,,2,,1
2023-10-12,FEUA,2030-12-01,"113,08",4,,3
2023-10-12,FEUA,2029-12-01,"109,10",4,,3
2023-10-12,FEUA,2028-12-01,"105,12",4,,3
2023-10-12,FEUA,2027-12-01,"100,87",4,,3
2023-10-12,FEUA,2026-12-01,"96,89",4,,3
2023-10-12,FEUA,2026-09-01,"95,94",4,,3
2023-10-12,FEUA,2026-06-01,"94,96",4,,3
2023-10-12,FEUA,2026-03-01,"94,06",4,,3
2023-10-12,FEUA,2025-12-01,"93,14",4,"85000,00",3
2023-10-12,FEUA,2025-09-01,"92,23",4,,3
2023-10-12,FEUA,2025-06-01,"91,36",4,,3
2023-10-12,FEUA,2025-03-01,"90,49",4,,3
2023-10-12,FEUA,2031-12-01,"117,06",4,,3
2023-10-12,FEUA,2024-09-01,"88,35",4,,3
2023-10-12,FEUA,2024-12-01,"89,35",4,"771000,00",3
